,online_order,book_table,rate,votes,location,rest_type,cost,menu_item
20856,1,0,3.3,34,0,73,500.0,8242
20857,1,0,3.5,17,0,86,300.0,8242
20858,1,0,3.9,20,31,73,800.0,8242
20859,1,0,2.9,7,0,16,400.0,5599
20861,0,1,4.2,657,31,19,800.0,8242
20862,0,0,4.5,208,31,37,400.0,8242
20863,1,0,3.9,74,31,24,800.0,5426
20864,0,0,4.3,142,31,84,200.0,8242
20865,1,0,4.0,1782,31,73,200.0,51
20866,0,0,4.4,369,31,37,200.0,8242
20867,1,0,4.4,827,31,37,400.0,7424
20868,1,0,4.3,661,31,37,500.0,2584
20869,0,0,4.1,227,31,16,800.0,8242
20870,0,0,4.2,245,31,37,400.0,8242
20871,0,0,4.2,822,31,11,250.0,8242
20872,1,0,4.4,360,31,37,400.0,2876
20873,0,0,4.2,128,31,36,400.0,8242
20874,1,0,4.0,150,31,37,400.0,479
20875,0,0,3.9,56,31,37,200.0,8242
20876,1,1,3.8,363,31,24,600.0,7931
20877,1,0,4.2,95,31,13,400.0,693
20878,1,0,3.8,151,31,37,350.0,996
20879,1,0,4.1,439,31,37,500.0,4312
20880,0,0,4.1,109,31,16,700.0,8242
20881,1,0,3.8,32,31,83,250.0,8242
20882,1,0,3.5,56,31,37,400.0,1202
20883,1,0,3.7,47,31,77,400.0,2218
20884,1,0,4.0,253,31,37,300.0,5672
20885,1,0,2.9,23,31,83,250.0,8242
20886,1,0,3.7,28,31,5,200.0,5517
20888,1,0,4.0,37,31,5,400.0,8242
20889,1,0,3.9,211,31,13,400.0,6453
20890,1,0,4.1,193,31,37,300.0,8242
20891,0,0,3.8,20,31,16,400.0,8242
20892,1,0,3.4,8,31,5,550.0,8242
20893,1,0,4.1,210,31,39,150.0,8242
20894,0,0,3.7,15,31,73,100.0,8242
20895,0,0,3.7,44,31,0,200.0,8242
20897,1,0,3.7,42,31,37,400.0,8242
20898,1,0,4.0,129,31,37,300.0,8242
20899,0,0,4.1,201,31,73,250.0,8242
20900,0,0,3.9,15,31,84,100.0,8242
20901,1,0,4.2,251,31,37,300.0,8242
20903,0,0,3.6,31,31,0,250.0,8242
20904,0,0,4.1,60,31,37,200.0,8242
20905,1,0,3.6,25,31,37,250.0,8242
20906,1,0,4.2,450,31,16,400.0,8242
20907,0,0,4.0,147,31,37,400.0,8242
20908,0,0,3.8,32,31,5,400.0,8242
20909,1,0,3.9,148,31,73,400.0,8242
20910,1,0,3.9,84,31,83,400.0,8242
20911,1,0,3.2,12,31,37,200.0,8242
20912,0,0,2.9,10,31,83,150.0,8242
20913,0,0,3.0,18,31,84,200.0,8242
20916,1,0,3.8,18,31,37,150.0,8242
20917,0,0,3.5,9,31,37,250.0,8242
20922,1,0,3.6,11,31,73,200.0,8242
20923,0,0,3.4,20,31,0,400.0,8242
20926,0,0,3.3,4,31,85,500.0,8242
20930,1,0,3.5,35,31,37,300.0,8242
20931,1,0,4.1,205,31,37,300.0,8242
20932,0,0,3.7,26,31,37,300.0,8242
20933,0,0,3.6,13,31,36,400.0,8242
20935,0,0,3.3,6,31,0,350.0,8242
20936,0,0,3.9,16,31,37,200.0,8242
20938,0,0,3.6,10,31,37,200.0,8242
20940,0,0,3.5,7,31,16,900.0,8242
20943,1,1,4.1,459,29,24,700.0,2771
20944,1,0,4.1,55,29,16,600.0,7292
20945,1,0,3.8,10,0,0,450.0,3442
20946,0,0,4.4,358,1,83,150.0,8242
20947,1,1,4.2,239,29,26,600.0,1228
20948,0,0,4.1,338,0,0,500.0,8242
20949,1,0,4.0,38,1,37,150.0,2978
20950,1,0,4.3,865,1,37,500.0,5346
20951,0,0,3.9,48,4,0,200.0,8242
20952,0,0,4.0,160,0,82,150.0,8242
20953,1,0,3.8,51,29,36,500.0,2642
20954,1,0,3.6,18,3,37,900.0,1286
20955,1,0,4.2,171,29,16,600.0,5044
20957,1,0,4.0,41,3,50,400.0,985
20958,1,0,3.9,181,29,37,400.0,2599
20959,1,0,4.0,131,0,37,230.0,8242
20960,0,0,4.1,523,29,16,550.0,8242
20961,1,0,3.5,221,0,84,400.0,8242
20962,1,0,3.9,48,29,83,100.0,561
20963,1,0,3.9,153,29,50,400.0,2711
20964,0,0,3.4,8,29,37,350.0,8242
20966,1,0,3.8,145,1,16,700.0,6123
20967,1,0,4.0,204,0,17,500.0,8242
20968,0,0,4.0,321,29,37,500.0,8242
20969,0,0,3.8,69,3,17,700.0,8242
20970,0,0,3.4,6,29,37,200.0,8242
20972,0,0,3.9,41,0,5,200.0,8242
20973,1,0,3.9,102,3,37,400.0,584
20974,0,0,3.9,56,29,0,350.0,8242
20977,1,0,3.9,42,29,37,250.0,4674
20978,0,0,3.2,63,29,5,600.0,8242
20979,1,0,3.7,17,29,37,350.0,6965
20980,1,0,3.2,34,29,73,150.0,3528
20982,0,0,3.6,41,29,32,400.0,8242
20983,1,0,3.6,34,29,37,300.0,3151
20984,1,0,3.7,47,0,37,200.0,8242
20985,0,0,3.7,44,29,37,200.0,8242
20986,0,0,2.9,27,29,5,400.0,8242
20987,0,0,2.9,231,29,37,800.0,8242
20988,0,0,3.2,4,3,83,150.0,8242
20989,1,0,3.7,60,29,11,400.0,8242
20990,1,0,4.1,91,29,0,500.0,8242
20991,1,0,3.9,70,1,37,400.0,795
20992,0,0,3.7,118,0,37,300.0,8242
20993,0,0,3.3,6,29,73,500.0,8242
20994,0,0,3.6,14,29,0,300.0,8242
21005,1,0,3.5,11,4,84,200.0,8242
21007,0,0,3.2,10,1,37,300.0,8242
21010,0,0,3.4,9,0,83,300.0,8242
21011,0,0,3.8,33,29,16,300.0,8242
21013,0,0,3.4,30,4,37,250.0,8242
21014,0,0,3.8,47,0,37,200.0,8242
21017,0,0,3.6,10,3,50,400.0,8242
21018,0,0,3.3,9,29,82,150.0,8242
21019,0,0,3.4,7,1,37,150.0,8242
21021,0,0,2.9,25,1,37,200.0,8242
21026,0,0,3.1,9,3,50,250.0,8242
21028,0,0,3.3,11,29,37,200.0,8242
21030,0,0,3.6,13,29,0,800.0,8242
21031,1,0,3.5,22,0,86,150.0,5645
21034,1,1,4.3,191,31,24,800.0,6973
21035,0,1,4.6,545,31,24,1100.0,8242
21036,1,1,4.1,218,31,24,700.0,6164
21038,1,1,4.2,2031,31,24,1000.0,8242
21039,1,0,4.5,4455,31,24,600.0,8242
21040,1,1,4.1,1889,31,24,1200.0,8242
21041,0,1,4.1,2317,31,24,950.0,8242
21042,1,1,4.3,1268,31,26,800.0,6573
21043,1,1,4.3,1257,31,24,1000.0,8242
21044,1,1,4.1,2345,31,24,1500.0,8242
21046,1,0,4.2,78,31,24,800.0,7253
21048,1,0,4.0,692,31,24,650.0,2253
21049,0,0,4.2,734,31,73,350.0,8242
21050,1,0,4.0,169,31,24,800.0,8242
21051,1,0,4.3,2020,31,24,800.0,3523
21052,1,1,4.1,1082,31,24,1000.0,8242
21053,1,1,4.3,891,31,24,1700.0,8242
21054,1,0,3.7,420,31,24,700.0,8242
21055,1,1,4.1,672,31,25,1000.0,929
21056,0,0,4.2,714,31,16,500.0,8242
21057,1,1,4.1,976,31,65,1500.0,6004
21058,1,0,4.1,803,31,16,400.0,3707
21059,1,0,4.4,4912,31,24,750.0,3480
21060,0,0,4.0,339,31,24,550.0,8242
21061,1,1,4.0,871,31,24,900.0,8242
21062,0,0,4.0,927,31,24,600.0,8242
21063,1,0,4.1,620,31,24,750.0,7079
21064,1,1,4.1,446,31,71,1200.0,6311
21065,0,1,3.8,11,31,16,800.0,8242
21066,1,1,4.2,743,31,16,800.0,338
21067,0,0,4.1,227,31,16,800.0,8242
21068,0,1,4.2,117,31,16,800.0,8242
21069,1,0,4.0,469,31,24,600.0,4454
21070,1,0,3.8,245,31,24,650.0,904
21071,1,1,4.0,370,31,24,1200.0,4870
21073,1,1,4.0,1065,31,25,1200.0,7006
21074,1,0,4.5,184,31,11,250.0,6916
21076,1,0,3.9,225,31,24,600.0,8242
21077,0,0,4.1,715,31,16,850.0,8242
21078,1,0,4.2,268,31,16,700.0,312
21079,1,1,3.4,215,31,68,1000.0,3640
21080,1,1,4.2,1919,31,16,800.0,7657
21081,1,0,4.6,256,31,16,400.0,8242
21082,0,1,3.9,371,31,24,1000.0,8242
21084,1,1,4.2,815,31,24,900.0,8242
21085,1,1,3.8,363,31,24,600.0,8242
21086,0,1,3.6,571,31,24,800.0,8242
21087,1,1,3.6,432,31,24,800.0,8242
21088,1,1,4.1,176,31,24,500.0,4370
21089,0,0,4.1,110,31,16,700.0,8242
21090,1,0,4.0,137,31,73,350.0,7708
21091,1,1,4.0,553,31,24,900.0,6048
21093,1,0,3.7,159,31,24,700.0,3335
21094,1,0,4.0,310,31,16,750.0,6188
21095,0,0,3.7,38,31,73,350.0,8242
21096,0,0,3.8,85,31,73,400.0,8242
21097,1,0,3.9,234,31,24,800.0,1398
21098,1,0,3.8,233,31,24,600.0,8242
21099,1,0,3.8,156,31,24,450.0,8242
21100,1,0,3.8,30,31,16,400.0,3650
21101,0,0,3.8,26,31,73,200.0,8242
21102,0,0,3.9,118,31,24,800.0,8242
21103,1,0,2.8,210,31,24,400.0,6874
21104,1,0,3.9,145,31,24,550.0,7139
21105,1,0,3.8,706,31,24,750.0,6826
21106,0,1,3.7,152,31,57,1350.0,8242
21107,0,0,3.6,336,31,24,600.0,8242
21108,1,0,3.7,72,31,24,450.0,3899
21109,1,0,3.5,80,31,24,750.0,346
21110,1,0,3.7,142,31,24,750.0,8242
21112,0,1,3.8,234,31,24,1000.0,8242
21113,0,0,3.8,46,31,16,400.0,8242
21114,1,0,3.7,582,31,24,900.0,673
21115,1,0,3.9,212,31,24,500.0,3199
21116,1,0,3.9,91,31,16,300.0,7760
21117,0,0,3.8,49,31,68,1200.0,8242
21118,1,0,4.0,142,31,24,550.0,8242
21119,0,1,3.7,44,31,24,550.0,8242
21120,1,0,3.7,133,31,24,700.0,6457
21121,0,0,3.6,135,31,24,600.0,8242
21123,1,0,3.8,110,31,24,500.0,8242
21124,1,0,4.1,450,31,16,400.0,8242
21125,0,0,3.7,43,31,25,650.0,8242
21126,0,0,4.1,53,31,73,100.0,8242
21129,0,1,3.8,176,31,24,1350.0,8242
21130,1,1,3.9,297,31,16,650.0,4501
21131,1,0,3.5,90,31,24,500.0,8242
21133,0,0,3.0,25,31,73,300.0,8242
21134,1,0,3.9,247,31,16,400.0,8242
21135,1,1,3.8,583,31,24,1200.0,8242
21136,1,1,3.7,36,31,24,650.0,8242
21137,0,0,3.4,13,31,16,550.0,8242
21138,0,0,3.2,6,31,73,400.0,8242
21139,1,0,2.5,157,31,16,450.0,6010
21140,0,0,2.9,177,31,24,700.0,8242
21141,0,0,3.6,15,31,24,1000.0,8242
21148,0,0,3.2,135,31,73,300.0,8242
21149,0,0,3.4,21,31,24,650.0,8242
21150,0,0,2.8,33,31,24,500.0,8242
21151,0,0,3.5,20,31,16,900.0,8242
21153,1,0,3.8,14,31,24,600.0,4398
21154,1,0,3.4,197,31,24,800.0,2197
21156,0,0,3.7,93,31,24,900.0,8242
21158,0,0,3.6,0,31,24,700.0,8242
21159,1,0,3.1,6,31,24,550.0,1508
21160,0,0,3.1,7,31,73,300.0,8242
21161,1,0,3.7,330,31,24,850.0,8242
21162,0,0,4.2,391,31,73,400.0,8242
21163,1,0,3.3,358,31,73,400.0,4299
21164,1,0,4.0,1784,31,73,200.0,54
21165,0,0,4.4,1833,31,73,200.0,8242
21166,1,0,4.0,961,31,73,500.0,3519
21167,1,0,3.6,0,31,73,300.0,8242
21168,0,0,3.9,79,31,50,1200.0,8242
21169,1,0,4.1,171,31,73,400.0,8242
21170,0,0,4.5,135,31,73,150.0,8242
21171,1,0,3.7,23,31,73,200.0,5946
21172,1,0,3.9,53,31,73,200.0,4389
21173,1,0,3.6,38,31,73,300.0,8242
21174,0,0,4.2,424,31,73,100.0,8242
21175,1,0,3.9,339,31,73,400.0,4665
21176,1,0,3.9,1075,31,73,600.0,8067
21177,1,0,3.7,466,31,73,400.0,5112
21178,1,0,3.9,42,31,73,500.0,5261
21179,1,0,3.9,67,31,73,200.0,2381
21180,1,0,3.9,109,31,73,500.0,7996
21181,1,0,3.1,113,31,73,600.0,1363
21182,1,0,3.7,0,31,73,400.0,7758
21183,1,0,4.0,233,31,73,400.0,8242
21184,0,0,3.9,65,31,73,100.0,8242
21185,1,0,3.7,44,31,77,400.0,8242
21186,0,0,3.6,15,31,73,150.0,8242
21187,1,0,3.9,20,31,73,800.0,8242
21188,1,0,3.7,181,31,73,500.0,5504
21189,1,0,4.1,311,31,73,200.0,123
21191,1,0,3.9,104,31,73,200.0,2879
21192,1,0,3.6,35,31,73,300.0,8242
21193,1,0,3.7,54,31,73,400.0,762
21194,1,0,4.0,126,31,73,400.0,109
21195,1,0,3.9,24,31,73,300.0,4353
21196,0,0,3.5,30,31,73,200.0,8242
21197,1,0,3.9,315,31,73,300.0,6650
21198,1,0,4.3,0,31,73,400.0,4749
21199,1,0,3.4,70,31,73,400.0,8242
21200,1,0,3.9,37,31,5,400.0,8242
21201,0,0,3.8,38,31,73,200.0,8242
21202,1,0,3.7,16,31,73,100.0,581
21203,1,0,3.4,12,31,73,300.0,7594
21204,1,0,3.9,138,31,73,400.0,6526
21205,1,0,3.3,23,31,73,300.0,5167
21207,1,0,3.2,14,31,73,300.0,5820
21208,1,0,3.5,29,31,50,400.0,5893
21209,1,0,3.6,21,31,73,150.0,5309
21210,0,0,3.6,31,31,73,200.0,8242
21211,0,0,3.8,266,31,73,250.0,8242
21212,1,0,3.3,399,31,73,300.0,5904
21213,1,0,3.9,100,31,73,200.0,4393
21214,0,0,3.5,9,31,73,500.0,8242
21215,0,0,3.8,19,31,73,200.0,8242
21216,1,0,3.4,18,31,73,100.0,2021
21217,1,0,3.6,407,31,73,400.0,1714
21218,1,0,3.8,47,31,37,400.0,968
21219,0,0,3.7,20,31,73,200.0,8242
21220,1,0,3.4,14,31,73,400.0,1294
21221,1,0,3.7,46,31,73,200.0,8242
21222,0,0,3.7,56,31,73,150.0,8242
21223,0,0,3.6,21,31,73,200.0,8242
21224,0,0,3.8,39,31,73,250.0,8242
21225,1,0,4.1,421,31,73,500.0,6120
21226,1,0,3.9,135,31,73,350.0,3023
21227,1,0,3.5,35,31,73,250.0,8242
21228,1,0,3.4,11,31,73,200.0,5556
21229,0,0,4.0,82,31,73,200.0,8242
21230,1,0,3.7,97,31,73,350.0,2519
21231,1,0,3.0,23,31,73,400.0,8242
21232,0,0,3.7,15,31,73,200.0,8242
21233,1,0,3.4,9,31,73,200.0,2550
21234,1,0,3.0,62,31,76,650.0,6331
21236,1,0,3.6,62,31,73,400.0,5453
21237,1,0,3.1,22,31,73,400.0,8242
21238,0,0,3.7,13,31,73,100.0,8242
21239,0,0,3.3,14,31,73,250.0,8242
21240,0,0,3.6,19,31,73,400.0,8242
21242,1,0,3.5,11,31,73,200.0,6366
21243,1,0,3.8,76,31,73,300.0,1141
21244,1,0,3.2,9,31,73,400.0,8242
21245,1,0,3.4,145,31,73,600.0,5686
21247,0,0,3.7,29,31,73,300.0,8242
21248,0,0,3.3,5,31,73,200.0,8242
21256,1,0,3.3,4,31,73,300.0,6824
21257,1,0,3.7,17,31,73,200.0,8242
21260,0,0,3.0,17,31,73,200.0,8242
21262,0,0,3.1,12,31,50,500.0,8242
21263,0,0,3.4,6,31,73,250.0,8242
21264,0,0,3.7,27,31,73,300.0,8242
21267,0,0,3.3,10,31,73,300.0,8242
21269,1,0,3.6,20,31,73,250.0,1117
21272,1,0,3.2,58,31,73,400.0,1143
21273,1,0,3.1,68,31,73,550.0,8242
21275,0,0,3.4,9,31,73,100.0,8242
21276,1,0,2.9,19,31,73,300.0,3963
21278,0,0,4.3,721,29,63,1500.0,8242
21279,0,1,4.9,6452,0,24,1600.0,8242
21282,0,1,4.8,3864,29,24,1600.0,8242
21283,0,0,4.3,362,29,24,1200.0,8242
21284,1,1,4.3,4325,29,63,1600.0,3864
21286,1,1,4.3,2230,29,71,1200.0,1178
21289,0,1,4.3,1230,29,7,1500.0,8242
21291,0,1,4.5,800,3,24,1500.0,8242
21292,0,1,3.9,1791,29,6,1300.0,8242
21293,1,0,4.3,2447,29,24,800.0,8242
21294,1,0,4.2,146,29,24,600.0,895
21295,1,1,4.1,1551,29,24,1000.0,4116
21296,1,0,4.0,1992,29,24,800.0,6620
21300,1,1,3.9,0,29,24,800.0,5357
21301,1,1,4.1,591,29,25,1200.0,4984
21302,1,1,4.1,783,1,24,800.0,8242
21303,1,0,4.0,960,29,24,600.0,3242
21304,1,0,3.7,0,29,24,1000.0,8242
21305,0,1,4.3,1083,29,25,800.0,8242
21306,0,1,4.2,1466,29,16,800.0,8242
21307,0,1,4.3,1038,4,24,1000.0,8242
21308,1,1,4.1,1542,0,24,800.0,3920
21309,1,0,4.5,414,3,24,1000.0,4999
21310,1,1,4.2,361,1,24,800.0,1894
21311,0,1,4.1,1204,29,30,1200.0,8242
21312,1,1,4.1,1411,29,30,1100.0,3552
21313,0,0,4.0,726,29,71,1500.0,8242
21314,1,1,4.2,2130,1,24,800.0,3697
21315,1,1,4.0,889,29,24,900.0,8242
21316,0,0,3.9,206,0,24,600.0,8242
21317,1,0,3.6,0,3,24,800.0,1850
21318,1,1,3.8,768,29,24,600.0,8242
21319,0,0,4.0,769,29,17,600.0,8242
21320,1,0,3.9,922,29,6,1000.0,2365
21322,0,1,4.1,468,29,24,700.0,8242
21323,1,0,4.1,592,29,24,700.0,8242
21324,1,1,4.1,2727,0,24,800.0,7126
21325,1,0,4.2,185,0,62,300.0,8242
21327,1,1,4.0,791,29,24,1300.0,5076
21328,1,1,4.0,1017,29,69,1300.0,2947
21330,1,0,3.9,118,29,24,600.0,8242
21331,1,1,4.1,1028,3,24,1000.0,8242
21332,1,0,4.0,509,29,23,1000.0,4083
21333,1,1,3.8,563,29,24,800.0,8242
21334,1,1,4.2,240,29,26,600.0,8242
21335,1,1,4.1,294,29,24,500.0,5263
21336,1,0,4.1,465,0,16,500.0,8242
21337,1,1,4.3,4421,29,26,600.0,3704
21338,1,0,3.7,115,0,24,500.0,8242
21340,0,0,4.0,130,29,73,300.0,8242
21341,1,0,3.9,324,3,24,650.0,2945
21343,1,1,4.1,848,29,25,1100.0,7913
21344,0,0,3.8,59,1,24,750.0,8242
21345,1,0,4.1,564,4,73,150.0,831
21346,1,0,3.7,0,29,73,300.0,8242
21347,1,0,3.9,200,29,73,400.0,8242
21348,0,0,4.2,875,29,73,300.0,8242
21349,1,0,3.7,19,29,62,200.0,8242
21351,0,0,2.7,100,29,24,650.0,8242
21352,1,0,3.8,666,29,24,650.0,495
21353,0,0,4.1,99,29,73,400.0,8242
21354,1,0,3.6,52,29,73,300.0,7961
21355,1,0,3.9,54,3,73,400.0,7072
21356,1,0,3.8,91,1,16,650.0,2562
21357,0,0,2.9,60,29,73,400.0,8242
21358,0,0,4.0,139,0,73,200.0,8242
21359,1,0,3.9,71,0,24,1000.0,6102
21360,0,0,3.7,0,29,16,600.0,8242
21361,0,0,4.1,523,29,16,550.0,8242
21362,1,0,3.9,214,0,24,600.0,7339
21363,1,0,4.1,382,0,73,250.0,6635
21364,0,0,4.0,1050,1,73,450.0,8242
21365,1,1,4.0,634,1,24,800.0,8242
21366,1,1,3.9,1230,3,24,900.0,1998
21367,0,0,3.7,203,29,24,900.0,8242
21368,1,0,3.5,20,3,73,400.0,8242
21369,1,0,3.8,0,29,73,700.0,2819
21370,1,0,3.6,221,0,84,400.0,6055
21371,1,0,3.4,7,22,73,300.0,5381
21372,1,0,3.7,28,0,16,400.0,3681
21373,1,0,3.7,125,29,14,400.0,2432
21374,1,0,3.6,71,0,73,350.0,1916
21375,1,0,3.9,0,29,73,250.0,8242
21376,1,0,3.7,31,0,11,150.0,5931
21377,1,0,3.0,18,0,24,450.0,8242
21378,0,1,4.0,166,29,24,1000.0,8242
21379,0,0,3.7,46,1,84,400.0,8242
21380,0,0,3.0,30,89,73,400.0,8242
21381,0,0,4.0,99,29,24,850.0,8242
21382,0,0,3.4,0,29,24,800.0,8242
21384,1,0,4.2,200,0,73,300.0,4579
21385,1,0,3.9,22,29,73,400.0,8242
21386,0,0,4.4,344,1,73,100.0,8242
21387,0,0,3.5,73,1,73,500.0,8242
21388,0,0,4.0,194,29,24,500.0,8242
21389,1,0,3.9,49,29,73,400.0,8242
21390,1,0,3.8,146,1,16,700.0,6122
21391,1,0,2.5,208,29,24,650.0,229
21392,1,0,3.9,893,1,24,750.0,8242
21393,1,0,3.3,0,0,73,400.0,1596
21394,1,0,4.1,101,29,73,250.0,8242
21395,0,0,3.8,179,29,73,400.0,8242
21396,0,0,3.7,41,1,24,450.0,8242
21397,0,0,3.3,97,29,25,1100.0,8242
21398,1,0,4.0,263,29,73,300.0,894
21399,1,0,4.0,115,0,73,400.0,238
21400,1,0,3.8,42,1,73,300.0,4752
21401,1,0,3.7,513,4,16,600.0,6578
21402,1,0,3.8,76,4,73,300.0,7338
21403,0,0,3.8,105,0,24,700.0,8242
21404,1,1,3.5,552,3,24,600.0,7179
21406,0,0,3.7,246,29,24,450.0,8242
21407,1,0,3.8,0,29,73,700.0,4831
21408,1,0,3.7,83,29,73,400.0,2065
21410,1,0,3.8,217,29,73,450.0,3066
21411,1,0,3.9,18,4,73,200.0,8242
21412,1,0,3.6,43,29,73,500.0,7031
21413,1,0,3.6,10,0,73,100.0,5291
21414,0,0,4.0,160,0,82,150.0,8242
21415,0,0,4.2,255,4,73,150.0,8242
21416,0,0,3.8,69,3,17,700.0,8242
21417,1,0,3.7,520,29,24,400.0,2762
21418,1,0,3.5,42,0,24,350.0,7392
21419,1,0,3.9,39,4,73,200.0,7712
21420,1,0,3.8,94,3,50,1100.0,5
21421,1,0,3.7,133,29,73,250.0,6420
21422,1,0,3.7,171,29,73,200.0,7385
21423,1,0,3.8,146,29,24,600.0,8242
21424,1,0,3.7,37,29,24,800.0,4514
21425,0,0,4.0,910,3,73,600.0,8242
21426,1,0,3.6,11,29,73,200.0,6884
21427,1,0,3.6,17,3,37,900.0,287
21428,1,0,3.5,7,1,73,500.0,4428
21429,1,0,3.9,547,4,24,700.0,2371
21430,1,0,3.2,4,29,56,200.0,7839
21431,0,0,3.0,50,3,50,400.0,8242
21432,1,0,3.4,4,3,73,400.0,3890
21434,1,0,3.9,313,29,73,500.0,1627
21435,1,0,3.5,61,29,73,500.0,8242
21436,0,0,3.6,13,3,73,300.0,8242
21437,0,0,4.1,150,29,73,400.0,8242
21438,0,0,2.9,84,0,24,500.0,8242
21439,1,0,3.6,130,1,24,600.0,8242
21440,1,0,3.8,616,0,16,600.0,5625
21441,1,0,3.3,395,46,73,400.0,8242
21442,0,0,4.0,38,29,73,200.0,8242
21443,0,0,3.5,17,0,73,200.0,8242
21444,1,0,3.0,61,0,16,650.0,1278
21446,1,0,3.5,42,0,16,600.0,5663
21447,1,0,4.2,289,3,73,400.0,6584
21449,1,0,3.3,34,3,73,300.0,7223
21450,1,0,3.7,15,0,73,400.0,1662
21451,0,0,3.5,177,29,24,950.0,8242
21453,1,0,3.9,154,29,50,400.0,2711
21454,1,0,3.9,15,29,73,500.0,8242
21455,1,0,3.7,11,3,73,300.0,1091
21456,1,0,2.8,137,0,73,300.0,385
21457,1,0,3.4,11,4,6,800.0,1743
21458,1,0,3.6,96,29,24,600.0,7490
21459,1,0,2.6,18,29,16,500.0,8242
21462,1,0,4.0,58,0,73,300.0,3934
21463,1,0,3.5,7,0,73,300.0,5912
21465,1,0,3.7,195,0,73,400.0,8242
21466,1,0,3.5,14,0,73,300.0,7918
21467,1,0,3.1,177,0,73,500.0,3408
21470,1,0,2.7,73,0,24,600.0,7130
21471,1,0,3.0,140,0,24,600.0,8242
21472,1,0,3.3,15,3,73,350.0,7538
21473,0,0,3.0,16,89,73,200.0,8242
21474,0,0,3.8,40,29,73,100.0,8242
21475,1,0,3.6,47,1,73,500.0,1418
21476,1,0,3.6,6,4,73,300.0,7956
21477,0,0,3.8,191,1,73,300.0,8242
21478,0,0,3.5,5,3,50,300.0,8242
21479,0,0,3.7,20,29,73,100.0,8242
21480,1,0,2.7,174,0,24,450.0,1033
21481,1,0,3.6,70,29,24,600.0,8242
21482,1,0,3.2,20,29,24,700.0,7854
21483,1,0,3.9,85,29,73,300.0,4783
21485,1,0,3.9,37,89,73,250.0,8242
21486,0,0,3.8,39,1,73,350.0,8242
21487,1,0,3.3,44,29,73,200.0,5937
21488,0,0,3.2,8,29,73,300.0,8242
21489,0,0,3.5,134,29,24,650.0,8242
21490,0,0,3.8,58,0,73,300.0,8242
21491,0,0,3.6,25,3,50,500.0,8242
21492,0,0,3.4,6,4,73,300.0,8242
21493,0,0,3.9,41,0,5,200.0,8242
21494,0,0,3.4,24,29,50,600.0,8242
21495,1,0,3.6,16,29,24,400.0,3378
21496,1,0,2.9,7,0,16,400.0,8242
21497,1,0,3.8,62,0,73,300.0,2683
21499,1,0,3.1,10,29,50,500.0,7857
21500,1,0,3.8,358,0,73,400.0,6655
21501,0,0,3.4,12,29,75,300.0,8242
21502,0,0,3.4,10,1,73,300.0,8242
21503,0,0,4.0,88,29,24,500.0,8242
21504,0,0,3.5,18,0,24,550.0,8242
21505,0,0,3.6,41,29,32,400.0,8242
21506,0,0,3.8,87,0,73,250.0,8242
21507,1,0,3.0,57,29,24,650.0,2306
21508,1,0,4.0,40,4,24,600.0,8242
21511,0,0,2.8,14,3,50,300.0,8242
21512,0,0,3.6,15,89,73,300.0,8242
21513,0,0,2.7,49,4,73,600.0,8242
21516,1,0,3.4,41,79,55,400.0,5725
21518,1,0,3.6,43,29,24,600.0,8242
21519,1,0,3.8,254,0,24,600.0,8242
21520,1,0,3.6,24,1,24,600.0,5391
21521,1,0,2.8,102,3,73,350.0,8041
21522,0,0,4.1,379,29,73,300.0,8242
21523,0,0,3.2,7,29,73,200.0,8242
21526,1,0,3.7,66,29,73,400.0,5241
21527,1,0,3.9,139,0,73,300.0,7774
21528,1,0,3.7,117,29,73,150.0,8242
21529,1,0,3.8,75,3,73,200.0,75
21530,1,0,3.0,6,3,54,400.0,5944
21531,0,0,3.6,30,29,24,450.0,8242
21532,0,0,3.4,6,1,24,500.0,8242
21533,0,0,3.4,48,29,16,550.0,8242
21534,0,0,2.8,43,29,24,1000.0,8242
21535,0,0,3.3,14,3,19,700.0,8242
21541,1,0,3.5,11,4,84,200.0,4195
21542,0,0,3.9,194,29,24,400.0,8242
21544,0,0,2.3,176,29,24,450.0,8242
21545,0,0,3.1,30,1,6,1000.0,8242
21546,0,0,3.8,33,29,16,300.0,8242
21547,0,0,3.1,11,0,16,500.0,8242
21548,1,0,3.7,478,0,73,450.0,6602
21549,1,0,2.9,42,0,73,250.0,129
21550,1,1,3.7,49,0,16,300.0,1658
21551,1,0,2.7,123,1,73,200.0,5404
21552,1,0,3.9,92,29,73,300.0,6779
21553,1,0,2.7,24,0,73,250.0,442
21556,0,0,3.0,98,1,6,800.0,8242
21557,0,0,2.7,39,29,24,500.0,8242
21558,0,0,2.8,56,29,57,1200.0,8242
21559,0,0,3.1,53,0,24,600.0,8242
21560,0,0,3.6,22,0,16,500.0,8242
21561,0,0,3.1,16,29,24,700.0,8242
21562,0,0,3.5,44,29,24,1000.0,8242
21563,0,0,3.6,25,29,24,550.0,8242
21564,0,0,3.3,7,0,24,550.0,8242
21565,0,0,3.4,9,29,24,500.0,8242
21566,0,0,3.2,4,29,24,600.0,8242
21567,0,0,3.2,6,4,14,100.0,8242
21568,0,0,3.2,6,4,24,450.0,8242
21570,0,0,3.4,0,29,73,150.0,8242
21571,1,0,3.3,13,29,73,300.0,139
21572,1,0,3.8,50,0,73,250.0,8242
21573,1,0,3.2,10,0,73,250.0,8242
