,online_order,book_table,rate,votes,location,rest_type,cost,menu_item
13596,1,0,3.9,163,19,43,250.0,8242
13597,1,0,2.5,63,19,73,300.0,8242
13598,1,0,3.7,38,19,73,400.0,8242
13599,1,0,3.1,16,19,36,200.0,8242
13600,1,0,3.9,176,19,73,650.0,8242
13602,1,0,3.2,6,19,73,200.0,8242
13603,1,0,3.5,18,19,73,250.0,8242
13605,1,0,3.3,5,19,73,400.0,8242
13606,1,0,3.6,27,19,24,550.0,8242
13607,1,0,3.9,56,19,73,600.0,8242
13608,1,0,3.4,12,19,73,300.0,8242
13609,1,0,3.3,7,19,73,150.0,8242
13610,1,0,3.7,45,19,54,500.0,8242
13611,1,0,3.7,54,19,37,450.0,8242
13612,1,0,3.4,36,19,0,600.0,8242
13613,1,0,3.3,23,19,0,400.0,8242
13614,1,0,3.1,352,19,24,400.0,8242
13615,1,0,2.8,297,19,73,600.0,8242
13618,1,0,2.9,45,19,73,400.0,8242
13619,0,0,3.6,70,19,24,800.0,8242
13620,1,1,3.9,72,19,24,600.0,8242
13621,1,0,3.4,19,19,73,500.0,8242
13622,1,0,2.8,43,19,16,600.0,8242
13623,1,0,3.5,13,19,73,200.0,8242
13625,1,0,3.1,44,19,73,450.0,8242
13628,1,0,3.7,61,19,37,100.0,8242
13630,1,1,4.0,537,19,7,1500.0,8242
13631,1,1,3.5,89,19,24,1000.0,8242
13633,0,1,4.3,1249,19,71,1200.0,8242
13634,1,0,2.7,39,19,86,400.0,8242
13636,1,0,3.8,108,19,73,400.0,8242
13637,1,0,3.7,56,19,17,400.0,8242
13638,1,0,3.2,9,19,86,300.0,8242
13639,1,0,3.1,4,19,73,400.0,6195
13640,1,0,2.7,76,19,86,500.0,8242
13643,1,0,3.9,37,19,14,200.0,8242
13644,1,0,3.1,127,19,0,500.0,8242
13645,1,0,3.2,7,19,16,300.0,8242
13646,1,0,3.0,11,19,24,400.0,8242
13647,1,0,2.7,477,19,73,400.0,5095
13648,1,0,3.4,5,19,37,200.0,8242
13649,1,0,3.3,12,19,24,600.0,8242
13650,1,0,3.6,55,19,50,400.0,8242
13651,1,0,3.4,22,19,0,350.0,8242
13652,1,0,3.6,81,19,24,350.0,8242
13653,0,1,3.8,473,19,24,650.0,8242
13656,1,0,3.3,5,7,73,500.0,8242
13657,1,0,3.9,40,19,73,250.0,8242
13659,0,0,3.3,6,19,73,400.0,8242
13662,1,0,3.9,33,19,73,300.0,8242
13663,1,0,3.4,19,19,24,700.0,8242
13664,1,0,3.9,417,19,73,400.0,8242
13665,1,0,3.7,28,19,11,150.0,8242
13666,1,0,3.0,60,19,37,500.0,8242
13669,1,0,2.9,380,19,24,1000.0,8242
13670,1,0,3.8,49,19,6,1200.0,8242
13671,0,0,3.9,31,19,11,400.0,8242
13672,1,0,3.0,119,19,16,700.0,8242
13674,1,0,3.2,14,19,5,400.0,8242
13675,1,0,3.1,5,19,24,500.0,8242
13676,1,0,2.8,48,19,24,1000.0,8242
13678,1,1,3.4,184,19,25,900.0,8242
13679,0,0,3.4,7,19,73,400.0,8242
13681,1,0,3.7,91,19,0,200.0,8242
13682,0,0,4.0,67,19,37,200.0,8242
13683,1,1,3.2,9,19,24,600.0,8242
13684,1,0,3.0,8,19,24,1000.0,8242
13685,0,0,3.6,74,19,24,500.0,8242
13686,1,0,3.7,10,19,73,400.0,8242
13687,1,0,3.5,17,19,73,300.0,8242
13688,0,0,3.4,7,19,24,700.0,8242
13689,0,0,3.5,11,19,73,350.0,8242
13690,1,0,3.2,4,19,86,300.0,8242
13692,0,0,3.3,4,19,73,400.0,8242
13695,1,0,3.3,6,19,24,700.0,8242
13698,0,0,3.6,18,19,25,600.0,8242
13699,1,0,4.2,882,19,24,1100.0,8242
13700,0,0,3.5,13,19,73,450.0,8242
13701,0,0,2.7,23,19,73,300.0,8242
13703,0,1,3.5,49,19,57,1500.0,8242
13704,0,0,3.0,22,19,37,250.0,8242
13705,0,0,3.6,34,19,73,400.0,8242
13707,1,0,3.6,20,19,73,400.0,8242
13708,0,0,3.0,57,19,24,1000.0,8242
13709,0,0,3.1,83,19,24,700.0,8242
13710,1,0,3.5,12,19,73,400.0,8242
13711,0,0,3.6,14,19,73,350.0,8242
13712,0,0,3.7,14,19,73,100.0,8242
13713,1,0,3.6,34,19,73,250.0,8242
13714,0,0,3.7,45,19,24,500.0,8242
13715,0,0,3.6,196,19,24,600.0,8242
13716,0,0,3.5,134,19,73,200.0,8242
13719,0,0,3.5,17,19,24,600.0,8242
13721,0,1,3.7,74,19,25,1500.0,8242
13722,1,0,3.4,10,19,73,400.0,8242
13723,0,0,3.6,33,19,24,500.0,8242
13725,0,0,2.9,18,19,24,450.0,8242
13726,0,0,3.3,9,19,73,350.0,8242
13727,0,0,4.0,134,19,20,400.0,8242
13729,1,0,3.6,9,19,24,550.0,8242
13730,0,0,2.9,28,19,24,550.0,8242
13731,0,0,3.7,38,19,24,500.0,8242
13732,0,0,3.2,77,19,73,450.0,8242
13733,0,0,3.9,117,19,16,700.0,8242
13738,0,0,3.0,29,19,73,400.0,8242
13739,0,0,3.5,11,19,24,600.0,8242
13740,0,0,3.1,5,19,73,400.0,8242
13741,0,0,3.3,6,19,73,250.0,8242
13742,0,0,3.1,11,19,73,550.0,8242
13743,0,0,3.6,19,19,73,400.0,8242
13761,0,0,3.6,24,19,73,250.0,8242
13762,0,0,3.7,56,19,24,500.0,8242
13770,0,0,3.2,6,19,0,400.0,8242
13803,0,0,3.1,5,19,73,350.0,8242
13804,0,0,3.5,24,19,73,150.0,8242
13805,0,0,3.6,29,19,73,150.0,8242
13806,0,0,3.1,22,19,24,1500.0,8242
13807,0,0,3.3,16,19,62,200.0,8242
13809,0,0,3.5,10,19,73,350.0,8242
13810,0,0,3.5,12,19,24,800.0,8242
13813,0,0,2.7,31,19,86,400.0,8242
13814,0,0,3.2,4,19,73,300.0,8242
13815,0,0,3.2,4,19,24,700.0,8242
13817,0,0,3.4,11,19,24,700.0,8242
13819,0,0,3.3,5,19,73,300.0,8242
13821,0,0,3.4,8,19,62,200.0,8242
13822,0,0,3.1,6,19,73,350.0,8242
13823,0,0,3.2,26,19,24,450.0,8242
13824,0,0,2.8,29,19,86,600.0,8242
13825,0,0,3.2,17,19,36,400.0,8242
13826,0,0,3.7,28,19,73,300.0,8242
13827,0,0,3.6,22,19,73,350.0,8242
13828,0,0,2.9,126,19,73,350.0,8242
13829,0,0,3.3,6,19,30,1400.0,8242
13831,0,0,3.3,5,19,73,300.0,8242
13833,0,0,3.3,4,19,86,400.0,8242
13834,0,0,3.6,42,19,24,600.0,8242
13835,0,0,3.3,7,19,73,250.0,8242
13836,0,0,3.5,12,19,86,300.0,8242
13837,0,0,3.3,8,19,86,500.0,8242
13838,0,0,3.0,19,19,73,400.0,8242
13840,0,0,3.4,7,19,24,500.0,8242
13841,0,0,3.3,5,19,36,400.0,8242
13842,0,0,3.5,8,19,24,550.0,8242
13843,0,0,3.3,8,19,73,400.0,8242
13844,0,0,3.1,9,19,24,500.0,8242
13845,0,0,3.2,4,19,37,200.0,8242
13846,0,0,3.4,6,19,24,500.0,8242
13847,0,0,3.4,7,19,73,300.0,8242
13848,0,0,3.5,11,19,24,450.0,8242
13849,0,0,3.7,29,19,36,600.0,8242
13850,0,0,3.1,7,19,73,300.0,8242
13851,0,0,2.4,142,19,24,450.0,8242
13852,0,0,3.9,90,19,36,400.0,8242
13853,0,0,3.6,28,19,73,200.0,8242
13854,0,0,3.0,23,19,73,400.0,8242
13856,0,0,3.5,18,19,24,550.0,8242
13857,0,0,3.0,8,19,73,500.0,8242
13859,0,0,3.3,4,19,73,200.0,8242
13860,0,0,3.6,25,19,73,400.0,8242
13861,0,0,3.6,31,19,86,300.0,8242
13867,0,0,3.7,16,19,37,200.0,8242
13868,0,0,3.5,12,19,73,200.0,8242
13870,0,0,3.4,6,19,73,250.0,8242
13880,0,0,3.0,16,19,73,300.0,8242
13882,0,0,3.1,7,19,73,250.0,8242
13883,0,0,3.5,47,19,36,400.0,8242
13887,0,0,3.3,4,19,73,400.0,8242
13888,0,0,3.0,13,19,73,150.0,8242
13889,0,0,2.8,41,19,73,400.0,8242
13890,0,0,3.3,5,19,73,300.0,8242
13892,0,0,3.4,6,19,73,150.0,8242
13895,0,0,3.3,5,19,73,250.0,8242
13905,0,0,3.5,42,19,73,400.0,8242
13906,0,0,3.1,4,19,24,700.0,8242
13908,0,0,3.6,17,19,73,400.0,8242
13909,0,0,3.5,8,19,73,300.0,8242
13910,0,0,2.9,95,19,24,500.0,8242
13914,0,0,3.1,4,19,36,600.0,8242
13915,0,0,3.8,57,19,73,500.0,8242
13918,1,0,3.6,18,19,62,200.0,8242
13919,1,0,3.5,6,19,86,350.0,8242
13921,1,0,3.2,9,19,6,1800.0,8242
13923,1,0,3.3,12,19,73,400.0,8242
13927,0,0,3.4,9,19,36,300.0,8242
13932,1,0,3.1,64,19,16,600.0,8242
13934,0,0,3.5,23,19,24,1200.0,8242
13935,1,0,3.6,14,19,24,600.0,8242
13936,1,0,3.6,13,19,83,300.0,8242
13937,0,0,3.0,29,19,73,200.0,8242
13939,1,0,2.9,17,19,0,250.0,8242
13940,1,0,3.0,46,19,73,250.0,8242
13942,1,0,2.8,25,19,36,300.0,8242
13943,0,0,3.5,10,19,11,300.0,8242
13946,0,0,3.4,20,19,24,700.0,8242
13947,1,0,3.7,28,19,86,250.0,8242
13948,1,0,3.2,19,19,73,150.0,8242
13952,1,0,3.4,19,19,73,400.0,8242
13955,1,0,3.6,16,19,83,400.0,8242
13957,0,0,3.6,14,79,36,300.0,8242
13963,1,0,3.4,4,19,73,400.0,7805
13967,0,0,3.1,10,19,0,300.0,8242
13970,1,0,3.3,4,19,16,400.0,8242
13974,1,1,3.7,266,19,46,2000.0,8242
13975,1,1,4.5,863,19,26,600.0,8242
13976,1,0,3.3,37,19,0,600.0,8242
13977,1,0,3.8,12,19,37,250.0,8242
13978,0,0,4.0,67,19,37,200.0,8242
13980,0,0,2.8,124,19,77,250.0,8242
13981,1,0,3.1,273,19,73,400.0,8242
13982,1,0,3.7,54,19,37,450.0,8242
13983,1,0,3.8,108,19,50,250.0,8242
13984,1,0,4.1,209,19,13,400.0,8242
13985,1,0,3.0,60,19,37,500.0,8242
13986,1,0,3.7,91,19,0,200.0,8242
13987,0,0,3.3,4,19,20,300.0,8242
13988,1,0,3.3,7,19,73,150.0,8242
13989,1,0,3.8,101,19,5,600.0,8242
13990,0,0,3.5,17,19,24,900.0,8242
13992,0,0,3.0,22,19,37,250.0,8242
13993,1,0,3.4,22,19,0,350.0,8242
13995,1,0,3.7,56,19,17,400.0,8242
13996,1,0,3.2,9,19,0,500.0,8242
13997,1,0,3.4,12,19,73,300.0,8242
13998,1,1,3.5,89,19,24,1000.0,8242
13999,1,0,3.6,13,19,83,300.0,8242
14000,1,0,3.3,23,19,0,400.0,8242
14001,0,0,3.8,29,19,11,100.0,8242
14002,0,0,3.4,5,19,44,150.0,8242
14003,1,0,2.9,17,19,0,250.0,8242
14004,1,0,3.9,163,19,43,250.0,8242
14005,0,0,4.0,135,19,20,400.0,8242
14006,1,0,2.6,64,19,5,400.0,8242
14007,0,0,3.9,117,19,16,700.0,8242
14009,1,0,3.7,61,19,37,100.0,8242
14010,1,0,3.8,60,19,0,400.0,8242
14011,0,0,3.3,9,19,5,300.0,8242
14020,0,0,3.1,10,19,0,300.0,8242
14021,1,0,3.1,127,19,0,500.0,8242
14022,1,0,3.4,5,19,37,200.0,8242
14024,1,0,3.3,4,19,16,400.0,8242
14025,1,0,3.6,20,19,82,500.0,8242
14028,0,0,3.2,6,19,0,400.0,8242
14035,0,0,3.7,13,19,37,200.0,8242
14038,0,0,3.4,11,19,37,150.0,8242
14039,0,0,3.2,4,19,24,900.0,8242
14041,0,0,3.2,4,19,37,200.0,8242
14042,0,0,3.7,16,19,37,200.0,8242
14044,1,0,2.8,44,19,16,600.0,8242
14045,1,0,3.9,81,19,36,500.0,8242
14046,0,1,4.7,544,19,24,1500.0,8242
14047,0,1,3.7,177,19,24,1200.0,8242
14048,0,1,4.4,809,19,71,1200.0,8242
14049,0,1,4.3,1265,19,71,1200.0,8242
14050,0,1,4.3,1147,19,24,1600.0,8242
14052,1,1,4.5,863,19,26,600.0,8242
14053,1,0,4.2,882,19,24,1100.0,8242
14054,1,1,4.0,537,19,7,1500.0,8242
14055,1,1,4.3,1387,19,24,900.0,8242
14056,1,1,4.2,1137,19,24,800.0,8242
14057,0,1,4.3,169,19,6,1400.0,8242
14058,1,0,4.0,1369,19,24,600.0,8242
14059,0,1,3.8,473,19,24,650.0,8242
14060,1,0,4.1,354,19,16,700.0,8242
14061,1,0,4.0,2043,19,24,800.0,8242
14062,0,1,4.1,268,19,46,3000.0,8242
14063,0,1,4.3,385,19,24,1500.0,8242
14064,0,1,3.6,180,19,71,1300.0,8242
14065,1,0,4.0,31,19,24,400.0,8242
14067,0,1,3.9,285,19,46,2200.0,8242
14068,1,0,3.9,407,19,73,450.0,8242
14069,1,0,3.2,79,19,16,500.0,8242
14070,1,0,3.7,294,19,24,500.0,8242
14071,1,0,3.9,678,19,24,800.0,8242
14072,1,0,3.8,571,19,24,600.0,8242
14073,1,0,3.6,19,19,73,300.0,8242
14074,0,0,3.8,115,19,24,1200.0,8242
14075,0,1,4.0,415,19,24,1400.0,8242
14077,1,0,3.9,94,19,24,400.0,8242
14079,1,0,3.6,98,19,24,700.0,8242
14080,1,1,3.9,418,19,24,800.0,8242
14081,0,0,3.6,213,19,24,400.0,8242
14082,0,0,3.9,44,19,24,600.0,8242
14083,1,0,3.8,523,19,24,450.0,8242
14084,1,1,3.7,267,19,46,2000.0,8242
14085,1,0,3.7,159,19,16,400.0,8242
14086,1,1,3.9,72,19,24,600.0,8242
14087,0,0,4.1,163,19,6,1200.0,8242
14088,1,0,3.1,1365,19,24,700.0,8242
14089,1,0,3.1,64,19,16,600.0,8242
14090,1,0,3.8,478,19,73,400.0,8242
14091,0,0,3.6,74,19,24,500.0,8242
14093,0,0,3.4,7,19,24,700.0,8242
14094,1,0,3.6,453,19,24,600.0,8242
14095,1,1,3.2,426,19,24,900.0,8242
14096,1,1,4.2,800,19,24,750.0,8242
14097,1,0,3.5,148,19,24,700.0,8242
14098,0,1,4.0,119,19,57,2500.0,8242
14099,1,1,3.2,9,19,24,600.0,8242
14100,0,1,3.5,49,19,57,1500.0,8242
14101,0,1,4.0,54,19,46,2200.0,8242
14102,1,0,3.7,101,19,24,700.0,8242
14103,1,1,3.4,183,19,25,900.0,8242
14104,0,0,3.8,76,19,57,1500.0,8242
14105,1,0,3.4,173,19,24,650.0,8242
14106,0,0,3.6,70,19,24,800.0,8242
14107,1,0,3.8,514,19,24,750.0,8242
14108,0,0,3.4,7,19,24,700.0,8242
14110,1,0,3.9,419,19,73,400.0,8242
14111,1,0,2.9,380,19,24,1000.0,8242
14112,1,0,3.1,5,19,24,500.0,8242
14113,1,0,3.0,119,19,16,700.0,8242
14114,1,0,3.2,7,19,16,300.0,8242
14115,0,0,3.8,49,19,73,400.0,8242
14116,0,0,3.6,18,19,25,600.0,8242
14117,0,0,3.5,17,19,24,900.0,8242
14118,1,1,3.6,778,19,24,850.0,8242
14119,0,1,3.6,116,19,6,1200.0,8242
14120,1,0,3.2,154,19,24,450.0,8242
14121,0,0,3.8,27,19,57,1200.0,8242
14122,0,1,4.0,63,19,46,2500.0,8242
14123,0,1,2.5,118,19,24,850.0,8242
14124,0,0,3.6,34,19,73,400.0,8242
14125,1,0,3.6,16,19,83,400.0,8242
14126,1,0,3.7,70,19,24,500.0,8242
14127,1,0,3.3,6,19,24,700.0,8242
14128,0,0,3.8,47,19,24,500.0,8242
14129,0,0,3.0,57,19,24,1000.0,8242
14130,0,0,3.4,5,19,24,550.0,8242
14131,0,0,3.1,83,19,24,700.0,8242
14132,1,0,3.7,56,19,17,400.0,8242
14133,1,0,3.0,61,19,24,600.0,8242
14134,1,1,3.5,89,19,24,1000.0,8242
14135,0,1,4.1,410,19,6,1500.0,8242
14136,0,0,3.5,9,19,24,400.0,8242
14137,0,0,3.7,45,19,24,500.0,8242
14138,0,0,3.4,7,19,24,1000.0,8242
14139,0,0,3.5,43,19,24,800.0,8242
14141,1,0,3.6,399,19,24,700.0,8242
14142,0,0,3.6,196,19,24,600.0,8242
14143,0,0,3.1,19,19,24,1600.0,8242
14144,1,0,3.0,291,19,24,550.0,8242
14146,0,0,3.5,17,19,24,600.0,8242
14147,1,0,3.3,136,19,24,700.0,8242
14148,1,0,3.8,42,19,24,700.0,8242
14149,0,1,3.7,74,19,25,1500.0,8242
14150,0,0,3.5,10,19,25,1000.0,8242
14151,0,0,3.6,33,19,24,500.0,8242
14152,1,0,3.4,19,19,24,700.0,8242
14154,0,0,2.8,33,19,73,300.0,8242
14155,0,0,3.8,29,19,11,100.0,8242
14156,0,0,2.9,18,19,24,450.0,8242
14157,0,0,2.8,38,19,24,900.0,8242
14158,0,0,4.0,135,19,20,400.0,8242
14160,1,0,3.1,30,19,24,700.0,8242
14161,1,0,3.6,539,19,24,800.0,8242
14162,1,0,3.6,81,19,24,350.0,8242
14163,1,0,3.6,9,19,24,550.0,8242
14164,0,0,2.9,28,19,24,550.0,8242
14165,0,0,3.7,38,19,24,500.0,8242
14166,1,0,3.6,27,19,24,550.0,8242
14167,1,0,2.8,48,19,24,1000.0,8242
14168,1,0,3.0,11,19,24,400.0,8242
14169,0,0,3.9,117,19,16,700.0,8242
14170,1,0,3.6,18,19,62,200.0,8242
14171,1,0,3.6,216,19,24,500.0,8242
14172,1,0,3.4,10,19,73,400.0,8242
14173,0,0,3.5,11,19,24,600.0,8242
14174,0,0,3.9,39,19,16,650.0,8242
14175,0,0,3.6,19,19,73,400.0,8242
14182,1,0,3.2,9,19,6,1800.0,8242
14183,0,0,3.7,56,19,24,500.0,8242
14184,0,0,3.2,6,19,73,300.0,8242
14194,1,0,3.4,23,19,24,500.0,8242
14196,1,1,3.8,490,19,24,500.0,8242
14197,0,0,3.4,20,19,24,700.0,8242
14198,1,0,3.6,14,19,24,600.0,8242
14199,0,0,3.1,10,19,24,700.0,8242
14200,0,0,3.1,22,19,24,1500.0,8242
14201,0,0,3.2,9,19,62,250.0,8242
14202,0,0,3.3,16,19,62,200.0,8242
14204,0,0,3.5,12,19,24,800.0,8242
14205,0,0,3.0,7,19,6,1000.0,8242
14207,1,0,3.9,176,19,56,300.0,8242
14208,0,0,3.2,4,19,24,700.0,8242
14209,0,0,3.4,11,19,24,700.0,8242
14210,0,0,3.3,6,19,6,1000.0,8242
14211,0,0,3.1,8,19,73,350.0,8242
14212,0,0,3.4,8,19,62,200.0,8242
14213,0,0,3.1,6,19,73,350.0,8242
14214,0,0,3.2,26,19,24,450.0,8242
14215,0,0,3.0,17,19,25,1000.0,8242
14216,0,0,3.6,22,19,73,350.0,8242
14217,0,0,3.3,6,19,30,1400.0,8242
14220,0,0,3.6,42,19,24,600.0,8242
14221,0,0,3.2,7,19,24,500.0,8242
14222,0,0,3.2,4,19,24,900.0,8242
14223,0,0,3.4,7,19,24,500.0,8242
14225,0,0,3.1,18,19,73,500.0,8242
14226,0,0,3.5,8,19,24,550.0,8242
14227,0,0,3.3,8,19,73,400.0,8242
14228,0,0,3.1,9,19,24,500.0,8242
14229,0,0,3.4,6,19,24,500.0,8242
14230,0,0,3.5,11,19,24,450.0,8242
14231,0,0,2.4,142,19,24,450.0,8242
14232,0,0,3.3,7,19,24,600.0,8242
14233,0,0,3.4,5,19,24,1500.0,8242
14234,0,0,3.4,9,19,57,1000.0,8242
14235,0,0,3.5,18,19,24,550.0,8242
14237,0,0,3.2,4,19,24,550.0,8242
14238,0,0,3.6,25,19,73,400.0,8242
14239,0,0,3.4,9,19,16,800.0,8242
14240,0,0,3.3,5,19,24,700.0,8242
14241,0,0,3.1,9,19,24,450.0,8242
14246,0,0,3.3,4,19,25,1500.0,8242
14247,0,0,3.4,5,19,24,1200.0,8242
14250,0,0,3.1,4,19,24,700.0,8242
14251,0,0,3.3,4,19,73,300.0,8242
14253,0,0,2.9,95,19,24,500.0,8242
14255,1,0,2.9,83,19,24,600.0,8242
14256,1,1,3.7,50,19,24,600.0,8242
14257,1,0,3.3,12,19,24,600.0,8242
14258,1,0,2.9,24,19,24,600.0,8242
14260,1,1,3.8,88,19,24,800.0,8242
14261,0,0,3.5,23,19,24,1200.0,8242
14262,1,0,3.3,211,19,24,550.0,8242
14263,1,0,3.2,63,19,24,400.0,8242
14264,1,0,3.8,36,19,24,900.0,8242
14265,1,0,3.6,163,19,24,500.0,8242
14266,1,0,3.5,73,19,73,400.0,8242
14267,1,0,4.0,92,19,73,400.0,8242
14268,0,0,4.0,170,19,73,350.0,8242
14269,1,0,3.6,55,19,50,400.0,8242
14270,1,0,3.9,177,19,73,650.0,8242
14272,1,0,3.8,237,19,73,400.0,8242
14273,1,0,4.0,262,19,73,250.0,8242
14274,1,0,4.0,220,19,73,300.0,8242
14275,1,0,4.0,117,19,73,300.0,8242
14276,1,0,3.8,70,19,73,350.0,7399
14277,1,0,4.0,130,19,73,400.0,8242
14278,1,0,3.9,505,19,73,250.0,8242
14279,1,1,3.5,61,19,73,400.0,8242
14280,0,0,3.4,7,19,73,400.0,8242
14281,1,0,4.0,145,19,37,400.0,8242
14282,1,0,3.5,13,19,73,200.0,8242
14283,1,0,3.6,15,19,73,300.0,8242
14284,1,0,3.8,67,19,73,350.0,151
14285,0,0,2.8,124,19,77,250.0,8242
14286,1,0,3.1,273,19,73,400.0,8242
14287,1,0,4.0,506,19,73,500.0,8242
14289,1,0,3.5,154,19,73,450.0,8242
14290,1,0,3.7,10,19,73,400.0,8242
14291,1,0,3.7,110,19,73,400.0,8242
14292,1,0,3.7,123,19,73,500.0,8242
14293,1,0,4.0,162,19,73,300.0,8242
14294,1,0,3.3,7,19,73,300.0,8242
14296,0,0,3.5,11,19,73,350.0,8242
14297,1,0,3.2,284,19,73,400.0,8242
14299,0,0,3.9,57,19,73,200.0,8242
14300,0,0,3.3,4,19,73,400.0,8242
14301,1,0,3.7,257,19,73,350.0,8242
14302,1,0,3.5,9,19,73,250.0,8242
14303,1,0,3.7,131,19,73,400.0,8242
14304,1,0,3.2,66,19,73,200.0,8242
14305,1,0,4.0,159,19,73,400.0,8242
14306,1,0,3.7,69,19,73,250.0,8242
14308,0,0,3.8,76,19,73,300.0,8242
14309,1,0,3.6,20,19,73,400.0,8242
14310,1,0,3.6,33,19,73,350.0,8242
14311,1,0,3.9,40,19,73,250.0,8242
14312,1,0,3.6,25,19,73,300.0,8242
14314,1,0,3.4,275,19,73,450.0,8242
14315,1,0,4.0,427,19,73,150.0,8242
14316,0,0,3.3,7,19,73,150.0,8242
14317,1,0,3.8,101,19,5,600.0,8242
14318,1,0,3.2,231,19,73,400.0,8242
14319,1,0,3.0,58,19,73,200.0,8242
14320,1,0,3.8,108,19,73,400.0,8242
14321,1,0,3.1,4,19,73,400.0,8242
14322,1,0,3.4,83,19,73,300.0,8242
14325,1,0,3.1,44,19,73,450.0,8242
14326,1,0,3.8,234,19,73,400.0,8242
14327,1,0,3.5,19,19,73,250.0,8242
14328,1,0,3.9,33,19,73,300.0,8242
14329,0,0,3.5,13,19,73,450.0,8242
14330,0,0,2.7,23,19,73,300.0,8242
14332,1,0,3.3,6,19,73,500.0,8242
14333,1,0,3.7,214,19,73,300.0,8242
14334,1,0,3.8,50,19,73,400.0,8242
14335,0,0,3.5,24,19,73,150.0,8242
14336,0,0,3.3,8,19,73,250.0,8242
14339,1,0,3.4,19,19,73,400.0,8242
14340,1,0,3.9,37,19,14,200.0,8242
14341,1,0,3.6,34,19,73,250.0,8242
14342,0,0,3.6,29,19,73,150.0,8242
14344,1,0,3.4,12,19,73,300.0,1394
14345,0,0,3.6,14,19,73,350.0,8242
14346,0,0,3.7,14,19,73,100.0,8242
14348,1,0,3.8,560,19,73,600.0,8242
14349,1,0,3.6,88,19,73,400.0,8242
14350,1,0,3.6,14,19,73,250.0,4613
14351,0,0,3.6,16,19,73,350.0,8242
14352,1,0,2.8,297,19,73,600.0,8242
14353,1,0,3.5,22,19,73,300.0,8242
14354,1,0,2.7,195,19,73,750.0,8242
14355,1,0,3.6,82,19,73,300.0,8242
14356,0,0,3.5,134,19,73,200.0,8242
14358,1,0,3.6,98,19,50,400.0,8242
14359,1,0,3.6,10,19,73,300.0,8242
14361,0,0,2.8,21,19,73,250.0,8242
14363,1,0,3.3,5,19,73,400.0,3338
14365,1,0,3.7,45,19,54,500.0,8242
14366,1,0,3.9,146,19,73,600.0,8242
14367,0,0,3.5,12,19,73,300.0,8242
14368,0,0,3.4,5,19,44,150.0,8242
14369,1,0,2.5,63,19,73,300.0,8242
14370,0,0,3.1,8,19,73,300.0,8242
14371,0,0,3.3,9,19,73,350.0,8242
14372,1,0,3.9,45,19,73,400.0,8242
14373,1,0,2.7,159,19,73,500.0,8242
14374,1,0,3.4,52,19,50,500.0,8242
14375,1,0,3.5,17,19,73,300.0,8242
14376,0,0,3.2,77,19,73,450.0,8242
14380,1,0,2.8,44,19,73,400.0,8242
14382,1,0,3.2,22,19,73,400.0,8242
14383,0,0,3.0,29,19,73,400.0,8242
14384,0,0,3.1,5,19,73,400.0,8242
14385,0,0,3.3,6,19,73,250.0,8242
14386,0,0,3.3,9,19,5,300.0,8242
14387,0,0,3.1,11,19,73,550.0,8242
14396,1,0,3.4,4,19,73,400.0,8242
14404,0,0,3.3,8,19,5,350.0,8242
14405,1,0,3.3,12,19,73,400.0,8242
14406,1,0,3.2,14,19,5,400.0,8242
14408,0,0,3.3,6,19,73,400.0,8242
14409,1,0,3.5,12,19,73,400.0,8242
14411,0,0,3.6,24,19,73,250.0,8242
14412,0,0,3.5,15,19,73,150.0,8242
14413,0,0,3.2,4,19,73,300.0,8242
14448,1,0,3.4,7,19,73,200.0,8242
14449,0,0,3.1,5,19,73,350.0,8242
14450,1,0,3.8,307,19,73,250.0,8242
14451,1,0,3.2,19,19,73,150.0,8242
14459,0,0,3.5,10,19,73,350.0,8242
14461,0,0,3.2,7,19,73,200.0,8242
14462,0,0,3.2,4,19,73,300.0,8242
14463,0,0,3.2,5,19,73,200.0,8242
14464,1,0,3.3,46,19,73,250.0,8242
14465,0,0,3.3,5,19,73,300.0,8242
14467,0,0,3.2,4,19,73,200.0,8242
14468,0,0,3.4,8,19,73,200.0,8242
14469,0,0,3.8,19,19,73,400.0,8242
14471,0,0,3.7,28,19,73,300.0,8242
14472,0,0,2.9,126,19,73,350.0,8242
14473,0,0,3.3,5,19,73,300.0,8242
14474,0,0,3.4,6,19,73,400.0,8242
14478,0,0,3.0,19,19,73,400.0,8242
14480,0,0,3.4,7,19,73,300.0,8242
14481,0,0,3.1,7,19,73,300.0,8242
14482,0,0,3.6,28,19,73,200.0,8242
14483,0,0,3.0,23,19,73,400.0,8242
14485,0,0,3.0,8,19,73,500.0,8242
14488,0,0,3.3,4,19,73,200.0,8242
14489,0,0,3.2,4,19,73,400.0,8242
14494,0,0,3.4,6,19,73,250.0,8242
14501,0,0,3.0,16,19,73,300.0,8242
14505,0,0,3.5,8,19,73,250.0,8242
14507,0,0,3.3,5,19,73,300.0,8242
14509,0,0,3.3,4,19,73,400.0,8242
14510,0,0,3.3,5,19,73,300.0,8242
14511,0,0,2.8,41,19,73,400.0,8242
14512,0,0,3.3,5,19,73,300.0,8242
14513,0,0,3.4,6,19,73,150.0,8242
14516,0,0,3.3,5,19,73,250.0,8242
14521,0,0,3.5,42,19,73,400.0,8242
14523,0,0,3.2,4,19,73,400.0,8242
14524,0,0,3.6,17,19,73,400.0,8242
14525,0,0,3.5,8,19,73,300.0,8242
14528,0,0,3.8,57,19,73,500.0,8242
